Nome: RIO BRANCO
Codigo Estacao: 82915
Latitude: -9.95916666
Longitude: -67.86888888
Altitude: 160.71
Situacao: Operante
Data Inicial: 2007-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Mensal

Data Medicao;INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);
2008-09-30;205,2;41,8;33,476667;25,771333;20,173333;72,258333;
2008-10-31;181,2;159,4;32,56129;26,252903;22,083871;79,467742;
2008-11-30;157,6;228,9;31,596667;26,362;22,853333;84,441667;
2008-12-31;106,6;287,3;30,033333;25,647333;22,67;86,783333;
2009-01-31;128,5;173,7;30,206452;25,67871;22,577419;86,862903;
2009-02-28;104,4;274,3;29,775;25,407143;22,228571;88,160714;
2009-03-31;146,4;201,6;30,654839;25,613548;22,5;87,822581;
2009-04-30;116,8;441;29,8;25,429333;22,546667;89,891667;
2009-05-31;172,4;150,6;30,277419;25,296774;21,787097;87,895161;
2009-06-30;154,5;26,3;28,936667;23,255333;18,916667;85,758333;
2009-07-31;245,4;30,8;30,658065;23,852903;18,635484;82,83871;
2009-08-31;272,6;132;32,893548;25,134839;19,541935;78,241935;
2009-09-30;237,2;78,1;33,04;26,004667;20,95;76,441667;
2009-10-31;212,4;118,3;33,43871;26,902581;22,2;79,620968;
2009-11-30;162,9;249,3;31,72;26,588;22,84;85,125;
2009-12-31;91;377,1;30,006452;25,530323;22,716129;90,935484;
2010-01-31;121;371,6;30,764516;25,945806;22,554839;88,524194;
2010-02-28;92,4;261,6;31,089286;26,279259;22,928571;87,705357;
2010-03-31;141,3;314,7;31,419355;26,46;23,135484;88,217742;
2010-04-30;202,8;44,2;31,796667;26,126667;22,003333;85,166667;
2010-05-31;191,8;90,1;30,274194;24,304516;19,977419;84,782258;
2010-06-30;240,4;32,1;31,49;24,748;19,473333;81,325;
2010-07-31;229,7;,6;31,058065;23,027097;16,951613;76,427419;
2010-08-31;170,3;37,5;34,248387;24,511613;17,487097;67,25;
2010-09-30;197;22,9;34,593333;26,776667;21,136667;71,633333;
2010-10-31;171,7;178,3;33,164516;26,308387;21,735484;79,58871;
2010-11-30;114,9;175,4;31,666667;25,888667;21,98;83,675;
2010-12-31;100,7;237,4;31,277419;25,940645;22,519355;85,709677;
2011-01-31;117,2;209,9;30,516129;25,607097;22,7;87,08871;
2011-02-28;76,2;176,4;29,946429;25,365;22,307143;88,133929;
2011-03-31;117,2;263,3;30,529032;25,412258;22,412903;87,991935;
2011-04-30;148,5;213,5;31,116667;25,566667;22,03;88,458333;
2011-05-31;208,9;50,2;30,958065;24,804516;20,4;84,25;
2011-06-30;210,4;20,8;31,336667;24,63;19,916667;82,375;
2011-07-31;251,9;1,8;32,577419;24,461935;18,535484;76,233871;
2011-08-31;215,7;30,9;33,593548;24,530323;18,396774;70,814516;
2011-09-30;202,5;135,8;33,583333;26,122;21,18;77,825;
2011-10-31;160,7;99,9;32,26129;26,016129;22,2;84,024194;
2011-11-30;175,2;289,7;32,283333;26,486667;22,483333;83,425;
2011-12-31;130,8;127,2;31,209677;25,914194;22,858065;87,274194;
2012-01-31;88,9;404,4;29,483871;25,270323;22,367742;89,645161;
2012-02-29;83,5;452,4;29,858621;25,057931;21,87931;88,646552;
2012-03-31;153,2;316,8;30,932258;25,50129;22,048387;87,395161;
2012-04-30;160,1;162,5;31,54;25,807333;22,39;87,091667;
2012-05-31;207,8;127,2;31,229032;24,908387;20,622581;85,879032;
2012-06-30;206,6;182;30,373333;24,202;19,903333;86,208333;
2012-07-31;280,5;63,1;31,477419;23,377419;17,680645;80,177419;
2012-08-31;266,5;96,7;33,53871;24,722581;18,5;75,282258;
2012-09-30;223,4;51,3;34,406667;26,278667;21,026667;79,066667;
2012-10-31;189,8;188,3;32,964516;26,554839;22,309677;83,967742;
2012-11-30;148,7;372,3;31,916667;26,568;23,22;87,583333;
2012-12-31;136,7;272,4;31,241935;26,147097;22,877419;87,862903;
2013-01-31;134,5;315,1;31,519355;26,176774;22,993548;89,056452;
2013-02-28;97,5;217,6;30,628571;26,116429;23,103571;89,330357;
2013-03-31;102,5;411,2;30,990323;25,885161;22,93871;90,5;
2013-04-30;207,5;69,6;32,19;25,99;21,77;84,625;
2013-05-31;168,3;34,2;31,116129;25,356774;21,532258;87,040323;
2013-06-30;204,3;138,1;32,003333;25,784;21,796667;85,958333;
2013-07-31;235,8;49,7;31,293548;23,69871;18,474194;82,774194;
2013-08-31;259,2;48,4;32,487097;23,792903;17,506452;74,653226;
2013-09-30;233,1;80,6;34,123333;25,913333;20,383333;76,875;
2013-10-31;145,5;156,4;32,535484;26,107097;22,370968;85,467742;
2013-11-30;126,2;241,2;31,66;26,070667;22,323333;87,341667;
2013-12-31;145;284,2;31,66129;26,297419;22,712903;87,983871;
2014-01-31;101,9;512,2;30,764516;25,734194;22,654839;90,322581;
2014-02-28;90,2;228,6;30,917857;25,662143;22,614286;89,1875;
2014-03-31;107;383,1;30,706452;25,907097;22,925806;90,201613;
2014-04-30;164,8;244,1;31,42;25,920667;22,573333;89,45;
2014-05-31;158,8;205,6;30,603226;25,197419;21,7;89,766129;
2014-06-30;186,1;35,3;30,456667;24,461429;20,686667;88,191667;
2014-07-31;173,4;12,2;29,965517;23,117931;18,43871;84,508621;
2014-08-31;256,9;79,2;33,287097;24,923871;19,564516;77,66129;
2014-09-30;220,6;221,3;34,283333;26,65;22,396667;81,646552;
2014-10-31;176,8;118,1;33,147368;26,727368;22,958065;85,467742;
2014-11-30;169,1;195,6;32,17;26,491034;23,206667;85,166667;
2014-12-31;120,2;165;31,419355;25,971613;22,796774;87,467742;
2015-01-31;101;240,4;30,319355;25,349677;22,477419;89,879032;
2015-02-28;89;287,9;30,576923;25,601538;22,732143;90,413462;
2015-03-31;116,8;282,1;30,780645;25,526667;22,83;90,75;
2015-04-30;158,8;212,2;31,646667;26,184667;22,916667;88,65;
2015-05-31;137,8;170,2;30,39;25,291333;22,380645;90,291667;
2015-06-30;206,3;57,5;31,55;24,892667;20,713333;85,375;
2015-07-31;220,6;5,9;31,935484;24,789677;20,16129;82,741935;
2015-08-31;219,3;46,8;34,877419;26,932903;21,987097;76,983871;
2015-09-30;242,4;105,4;35,456667;27,562667;22,873333;77,258333;
2015-10-31;203,1;97,8;34,496774;27,243871;22,996774;78,41129;
2015-11-30;188,2;327,1;33,416667;27,407857;23,821429;81,448276;
2015-12-31;162,4;179,1;32,28;26,73;23,464516;85,066667;
2016-01-31;133,9;96,3;32,568966;27,082857;24,006897;91,172414;
2016-02-29;130,2;220,6;32,164286;27,015714;23,92069;90,357143;
2016-03-31;118,7;227,5;31,542857;26,529286;23,625806;88,107143;
2016-04-30;160,6;318,3;32,163333;26,359333;22,766667;86,541667;
2016-05-31;180,4;94;31,19;24,973333;21,422581;86,758333;
2016-06-30;204;2;30,66;23,762;19,146667;81,55;
2016-07-31;257,5;11,7;34,916667;25,228667;18,722581;74,025;
2016-08-31;223,1;30,6;35,72;26,187333;19,767742;68,691667;
2016-09-30;178,3;80,2;33,666667;25,77;20,806667;76,408333;
2016-10-31;175,8;211,3;33,83871;26,596129;22,770968;81,443548;
2016-11-30;160,1;169,9;32,71;26,350345;22,665517;84,608333;
2016-12-31;132,3;219,3;31,536667;26,108;23,203226;87,775;
2017-01-31;101,7;405,2;30,277419;25,532258;22,651613;94,467742;
2017-02-28;112;236,5;31,253571;25,727407;22,982143;94,035714;
2017-03-31;149,2;419,8;31,567742;25,94;23,112903;89,709677;
2017-04-30;145,8;205,3;31,353333;25,559333;22,546667;88,9;
2017-05-31;175,6;101,6;32,141935;26,142581;23;88,443548;
2017-06-30;194,5;25,4;31,13;24,043333;19,49;86,4;
2017-07-31;244,7;24,6;33,027586;23,412143;17,334483;78,155172;
2017-08-31;223,3;63,4;34,696552;26,230345;20,709677;76,491379;
2017-09-30;170;84,4;34,417857;26,404286;21,956667;78,276786;
2017-10-31;193,4;110,9;33,790323;26,761333;22,858065;81,572581;
2017-11-30;143,9;213,2;32,53;26,576667;23,26;85,625;
2017-12-31;121,7;354,2;31,573333;25,962759;23,193333;87,3;
2018-01-31;132,7;286,6;31,38;25,873103;22,906667;94;
2018-02-28;90,5;467,7;30,992857;25,783571;23,142857;93,964286;
2018-03-31;159,4;104,1;31,758065;25,897419;22,696774;87,967742;
2018-04-30;140,5;359,2;31,586667;25,752667;22,59;88,666667;
2018-05-31;175,6;105;30,854839;24,883871;21,516129;87,491935;
2018-06-30;157,4;26,7;28,996552;22,43931;18,096667;85,836207;
2018-07-31;256;0;32,706452;23,984516;18,174194;76,120968;
2018-08-31;181,6;130,1;32,106452;24,047742;18,687097;78,524194;
2018-09-30;216,1;64,3;34,41;25,908;21,063333;77,366667;
2018-10-31;182,7;196,7;33,422581;26,707097;23,167742;84,491935;
2018-11-30;117,6;228,4;32,016667;26,398667;23,696667;87,666667;
2018-12-31;118,3;278,2;31,112903;26,127097;23,43871;87,991935;
2019-01-31;126,3;322,5;31,341935;26,057419;23,041935;92,435484;
2019-02-28;95,5;443,5;31,178571;25,991429;23,271429;90,955357;
2019-03-31;137,5;371,5;31,935484;26,402581;23,370968;89,669355;
2019-04-30;157,5;250,2;32,42;26,368;22,843333;87,383333;
2019-05-31;198,8;75;31,806452;25,241935;21,025806;86,983871;
2019-06-30;210,7;91,5;32,458621;25,561333;21,323333;86,066667;
2019-07-31;234,6;95;32,074194;24,086452;19,135484;87,620968;
2019-08-31;249,9;10;34,351613;24,829032;18,512903;72,846774;
2019-09-30;209,8;89,8;35,516667;27,131724;22,476667;77,091667;
2019-10-31;165,4;240,4;32,858065;26,115484;22,535484;84,258065;
2019-11-30;137,3;278,8;32,034483;26,390345;22,96;86,551724;
2019-12-31;125,3;425;31,980645;26,405161;23,277419;87,733871;
2020-01-31;154,1;132,9;32,832258;27,322;23,812903;88,185484;
2020-02-29;106,9;297,4;31,755172;26,416552;23,248276;87,189655;
2020-03-31;125,9;237,1;32,13871;26,475333;23,480645;87,925;
2020-04-30;138,4;217,7;31,483333;25,653103;22,413333;87,15;
2020-05-31;192,3;131,2;31,390323;24,349333;20,258065;85,846774;
2020-06-30;170,5;28,5;31,655172;24,825714;20,644828;86,991379;
2020-07-31;199,9;15,4;32,626667;24,517857;19,35;82,416667;
2020-08-31;229,3;13,4;35,229032;25,514667;19,193548;68,282258;
2020-09-30;190;60,2;35,573333;27,190714;22,266667;73,125;
2020-10-31;174,4;102,3;34,283871;27,049655;22,53871;77,185484;
2020-11-30;153,3;44,7;34,46;27,348;23,09;78,908333;
2020-12-31;132,2;355;31,916129;26,118;22,822581;86,183333;
2021-01-31;96,4;426,5;31,323077;25,8776;22,265385;91,471154;
2021-02-28;79,7;372,5;31,15;25,775714;22,864286;89,946429;
2021-03-31;129,2;270,5;31,12;25,603333;22,596667;89,383333;
2021-04-30;145,4;304,8;31,669231;25,61;22,666667;87,5;
2021-05-31;181,4;66,4;31,264516;24,776;20,670968;86,822581;
2021-06-30;163,9;22,1;30,27;23,461379;19,503333;84,008333;
2021-07-31;261,2;2,1;32,683333;23,515172;17,296667;74,333333;
2021-08-31;253,5;7;35,913793;26,218462;19,065385;73,076923;
2021-09-30;228,4;49,4;36,38;27,742308;22,134615;77,6;
2021-10-31;200,9;150,8;34,632258;27,628462;22,646154;84,615385;
2021-11-30;122,2;171,7;32,01;26,061538;23,107692;92,961538;
2021-12-31;98,3;332,2;32,4;26,342609;23,4625;93,913043;
2022-01-31;null;null;null;null;null;null;
2022-02-28;null;null;null;null;null;null;
2022-03-31;null;null;null;null;null;null;
2022-04-30;null;null;null;null;null;null;
2022-05-31;199,5;27,9;32,003704;24,6256;20,469231;89,269231;
2022-06-30;null;null;null;null;null;null;
2022-07-31;233,1;0;35,3;26,129231;19,980769;82,814815;
2022-08-31;200,2;8;34,455556;25,374815;19,4;76,074074;
2022-09-30;168;67,5;35,865385;26,900769;20,953846;73,269231;
2022-10-31;173,1;218,7;35,207692;27,116923;22,692308;87,346154;
2022-11-30;158;null;34,315385;26,18;21,434783;85,153846;
2022-12-31;149,9;417,3;33,366667;26,762222;23,025926;89;

